CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Education,Investment,Activity,Yearly Amt,Avg Daily Tax,Yearly Tax,Avg Tax Amt,Education Group
778.0,France,Male,33,1.0,0.0,2.0,1.0,0.0,8543973,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
679.0,Germany,Male,52,9.0,13587001.0,2.0,0.0,0.0,5403862,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
549.0,France,Male,31,4.0,0.0,2.0,0.0,1.0,2568485,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
598.0,France,Male,47,2.0,0.0,2.0,1.0,1.0,18611654,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
655.0,France,Female,45,0.0,0.0,2.0,1.0,0.0,16683071,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
494.0,France,Male,30,3.0,8570495.0,1.0,0.0,1.0,2788606,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
653.0,France,Female,42,1.0,0.0,2.0,1.0,1.0,576832,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
539.0,Germany,Female,38,8.0,10543574.0,1.0,0.0,0.0,8057544,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
645.0,France,Female,37,1.0,0.0,2.0,1.0,1.0,6898755,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
751.0,Germany,Male,34,9.0,10851325.0,2.0,1.0,1.0,2709782,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
528.0,France,Male,35,3.0,1566871.0,1.0,1.0,0.0,19932077,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
696.0,Germany,Male,31,3.0,15060452.0,1.0,0.0,0.0,55666,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
716.0,France,Female,44,6.0,1551149.0,1.0,0.0,0.0,13387183,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
602.0,France,Female,35,8.0,0.0,2.0,1.0,1.0,15284353,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
647.0,Spain,Female,64,1.0,91216.0,1.0,1.0,1.0,4180018,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
850.0,Germany,Male,61,3.0,14178402.0,1.0,1.0,1.0,9205375,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
590.0,France,Female,32,0.0,12776324.0,1.0,1.0,0.0,10071754,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
825.0,Spain,Female,32,1.0,0.0,2.0,1.0,1.0,4293515,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
850.0,Spain,Male,31,6.0,8261356.0,2.0,1.0,0.0,14917092,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
789.0,France,Female,32,7.0,6942352.0,1.0,1.0,0.0,10749939,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
701.0,France,Female,42,6.0,8616782.0,1.0,1.0,0.0,15334238,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
713.0,Spain,Female,47,1.0,0.0,1.0,1.0,0.0,10782508,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
570.0,France,Male,30,2.0,13140656.0,1.0,1.0,1.0,4795245,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
536.0,Germany,Female,44,4.0,12189882.0,1.0,0.0,0.0,13100718,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
771.0,Germany,Male,32,9.0,774872.0,1.0,0.0,0.0,3314304,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
512.0,France,Female,75,2.0,0.0,1.0,1.0,0.0,12330462,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
698.0,Spain,Male,45,5.0,16445094.0,1.0,1.0,0.0,14197002,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
656.0,France,Male,33,7.0,13870502.0,2.0,1.0,0.0,3713615,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
761.0,Spain,Male,37,7.0,13273017.0,1.0,1.0,0.0,19929301,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
709.0,France,Female,30,5.0,0.0,2.0,0.0,1.0,16138822,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
597.0,Spain,Female,66,3.0,0.0,1.0,1.0,1.0,7053253,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
592.0,France,Male,28,2.0,11649822.0,1.0,1.0,0.0,14429025,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
599.0,France,Female,41,1.0,0.0,2.0,1.0,0.0,9606982,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
572.0,Germany,Female,35,1.0,13997907.0,1.0,1.0,0.0,18566284,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
611.0,Germany,Female,43,9.0,12721631.0,2.0,0.0,1.0,1791325,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
634.0,France,Female,45,2.0,0.0,4.0,1.0,0.0,10103953,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
666.0,France,Male,51,2.0,14822265.0,1.0,0.0,0.0,15695354,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
696.0,France,Female,41,8.0,0.0,2.0,0.0,0.0,2827683,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
669.0,France,Female,38,8.0,0.0,2.0,1.0,0.0,8404916,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
726.0,Spain,Male,30,8.0,13415229.0,1.0,1.0,1.0,14782244,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
497.0,Germany,Female,32,8.0,11153723.0,4.0,1.0,1.0,949799,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
750.0,Spain,Female,39,7.0,11956592.0,1.0,1.0,0.0,8706773,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
850.0,Spain,Female,29,7.0,0.0,2.0,1.0,0.0,2323725,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
617.0,Spain,Male,38,7.0,0.0,1.0,1.0,1.0,2723928,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
652.0,Germany,Male,46,10.0,1210638.0,3.0,1.0,0.0,15148186,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
560.0,Spain,Female,27,7.0,12499598.0,1.0,1.0,1.0,11466979,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
629.0,Spain,Male,39,5.0,0.0,2.0,0.0,0.0,11674814,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
660.0,Germany,Female,52,4.0,8689184.0,1.0,1.0,0.0,9087776,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
676.0,France,Male,38,8.0,0.0,2.0,1.0,1.0,13369288,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
581.0,Spain,Male,43,9.0,7802261.0,1.0,0.0,1.0,3066291,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
798.0,France,Male,34,9.0,15449579.0,1.0,1.0,0.0,19139588,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
705.0,France,Male,38,1.0,18944372.0,1.0,0.0,1.0,10664858,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
714.0,Spain,Female,31,6.0,1529266.0,1.0,1.0,1.0,5089991,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
664.0,France,Female,44,8.0,14298969.0,1.0,1.0,1.0,11545251,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
697.0,Germany,Male,43,7.0,11537194.0,2.0,1.0,0.0,641391,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
609.0,France,Male,37,6.0,0.0,2.0,0.0,1.0,2203072,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
548.0,Spain,Male,38,0.0,17805654.0,2.0,1.0,0.0,3843473,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
850.0,Spain,Male,39,6.0,20601494.0,2.0,0.0,1.0,4277484,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
656.0,France,Male,41,2.0,0.0,2.0,1.0,0.0,15897377,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
727.0,Germany,Male,37,9.0,10119183.0,1.0,1.0,1.0,3455135,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
642.0,France,Female,55,7.0,0.0,2.0,1.0,1.0,10151576,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
710.0,Spain,Female,31,5.0,0.0,2.0,1.0,0.0,956173,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
710.0,Spain,Male,33,1.0,0.0,2.0,1.0,0.0,16831317,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
718.0,France,Female,37,7.0,0.0,2.0,1.0,1.0,5510009,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
586.0,Germany,Male,32,1.0,14981454.0,1.0,1.0,0.0,3183006,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
617.0,Spain,Female,36,7.0,11561724.0,1.0,1.0,1.0,715194,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
630.0,France,Male,28,9.0,0.0,2.0,0.0,0.0,3259935,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
791.0,Germany,Female,42,10.0,11365741.0,2.0,0.0,1.0,13994668,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
673.0,Spain,Male,39,8.0,138160.0,1.0,1.0,1.0,11046851,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
477.0,Germany,Female,36,3.0,11770086.0,1.0,0.0,0.0,74042,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
662.0,France,Female,37,5.0,0.0,2.0,1.0,0.0,15187184,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
850.0,Germany,Male,37,9.0,12250638.0,1.0,0.0,1.0,19969384,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
635.0,France,Female,58,1.0,0.0,1.0,1.0,1.0,5890708,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
537.0,France,Male,59,9.0,0.0,2.0,0.0,0.0,10379977,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
579.0,France,Female,39,3.0,16650117.0,2.0,1.0,0.0,9383564,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
651.0,Spain,Female,46,4.0,8974305.0,1.0,1.0,0.0,15642557,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
610.0,France,Female,25,2.0,0.0,2.0,1.0,0.0,12372383,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
581.0,France,Male,30,1.0,0.0,2.0,1.0,0.0,19946408,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
592.0,France,Male,39,7.0,0.0,2.0,1.0,0.0,8308433,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
688.0,Spain,Female,35,6.0,0.0,1.0,1.0,0.0,2548843,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
681.0,France,Female,18,1.0,9889439.0,1.0,1.0,1.0,95964,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
658.0,Germany,Male,37,3.0,16873574.0,2.0,0.0,0.0,7037024,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
792.0,France,Male,34,1.0,0.0,1.0,0.0,1.0,8633032,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
528.0,Germany,Female,62,7.0,13320117.0,1.0,0.0,0.0,16850768,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
624.0,Spain,Female,36,0.0,0.0,2.0,1.0,0.0,1116059,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
562.0,Germany,Male,31,4.0,12723725.0,2.0,0.0,1.0,14331742,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
678.0,Germany,Male,36,1.0,11786485.0,2.0,1.0,0.0,2761906,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
705.0,Germany,Female,64,3.0,15346926.0,3.0,0.0,0.0,14657366,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
650.0,Germany,Male,23,4.0,939113.0,2.0,1.0,0.0,6905545,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
593.0,Spain,Female,46,2.0,7659779.0,1.0,1.0,1.0,5445372,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
652.0,France,Female,40,4.0,7992736.0,2.0,1.0,1.0,335246,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
554.0,Spain,Female,27,4.0,0.0,2.0,1.0,1.0,13508373,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
584.0,Germany,Male,32,8.0,4017291.0,1.0,1.0,1.0,13743934,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
516.0,France,Male,33,7.0,11519558.0,1.0,1.0,1.0,112055,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
789.0,Germany,Female,43,9.0,11664429.0,2.0,1.0,1.0,601761,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
598.0,Germany,Male,20,8.0,18029384.0,2.0,1.0,1.0,295527,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
669.0,Germany,Female,30,7.0,13987281.0,1.0,1.0,0.0,18879585,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
645.0,France,Female,24,3.0,3454782.0,1.0,1.0,1.0,1163817,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
659.0,France,Female,32,9.0,0.0,2.0,1.0,1.0,9315575,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
833.0,Germany,Male,29,1.0,9646225.0,2.0,0.0,1.0,4898618,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
697.0,Spain,Female,40,7.0,13033435.0,2.0,0.0,1.0,1169511,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
580.0,Germany,Male,39,3.0,11968881.0,1.0,1.0,0.0,13704126,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
691.0,France,Male,38,1.0,0.0,2.0,0.0,0.0,446535,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
534.0,France,Male,52,1.0,0.0,3.0,1.0,1.0,10403541,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
478.0,France,Female,32,6.0,7118724.0,1.0,1.0,1.0,11059362,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
572.0,France,Female,47,2.0,0.0,2.0,1.0,0.0,360997,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
501.0,France,Male,37,4.0,0.0,2.0,0.0,0.0,124703,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
624.0,Spain,Female,38,8.0,0.0,2.0,1.0,0.0,9540341,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
595.0,France,Female,39,9.0,13642241.0,1.0,1.0,1.0,15175781,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
603.0,France,Male,30,8.0,0.0,2.0,1.0,1.0,4753646,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
602.0,France,Female,25,0.0,0.0,2.0,1.0,1.0,10127417,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
500.0,France,Female,34,6.0,0.0,1.0,1.0,1.0,14026845,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
422.0,France,Male,41,6.0,15323888.0,1.0,1.0,0.0,1166309,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
615.0,France,Male,35,7.0,0.0,2.0,1.0,0.0,15078429,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
635.0,France,Female,78,6.0,475364.0,1.0,1.0,1.0,11940008,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
711.0,France,Female,32,1.0,0.0,2.0,1.0,0.0,12618842,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
834.0,France,Male,36,8.0,14288249.0,1.0,1.0,0.0,8998302,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
633.0,France,Female,44,7.0,0.0,2.0,1.0,0.0,2976129,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
650.0,France,Female,31,1.0,16056611.0,2.0,0.0,0.0,2707381,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
743.0,Germany,Male,65,2.0,13193551.0,1.0,1.0,1.0,9639967,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
567.0,France,Male,38,6.0,1276788.0,2.0,0.0,0.0,4542289,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
706.0,Germany,Female,46,4.0,10521458.0,1.0,1.0,0.0,10869959,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
638.0,France,Male,46,9.0,13985954.0,1.0,1.0,0.0,3896729,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
641.0,France,Female,38,3.0,0.0,2.0,1.0,0.0,11646619,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
574.0,France,Female,34,5.0,11232445.0,2.0,1.0,1.0,1799343,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
642.0,Germany,Male,30,8.0,13449727.0,1.0,0.0,0.0,4325054,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
722.0,Spain,Female,35,1.0,12017158.0,1.0,1.0,0.0,1252408,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
623.0,France,Male,23,1.0,1060122.0,2.0,0.0,1.0,19141594,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
681.0,France,Male,25,5.0,0.0,1.0,0.0,1.0,9086097,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
530.0,France,Female,34,8.0,0.0,2.0,0.0,1.0,14187252,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
797.0,France,Female,55,10.0,0.0,4.0,1.0,1.0,4941887,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
653.0,France,Male,51,3.0,0.0,1.0,1.0,0.0,17042665,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
850.0,Germany,Male,42,8.0,11983969.0,1.0,0.0,1.0,5101602,1,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
581.0,Spain,Male,34,1.0,0.0,2.0,0.0,1.0,8117525,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
589.0,Germany,Male,38,8.0,9221921.0,1.0,1.0,0.0,9910697,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
555.0,Germany,Male,48,3.0,14205541.0,2.0,0.0,1.0,7913478,0,2.100649891684719,8788.980503249459,2.199133477753708,12527.073380369939,0.6835842559573404,249.50824862522913,48.28045461023164,High school graduate
